away,cross,home,ones,twos,year
Panama,5.33,USA,1.18,9.99,2006
Uzbekistan,3.13,Bahrain,2.09,3.33,2006
Poland,3.54,England,1.56,5.85,2006
Cyprus,9.5,France,1.03,9.99,2006
Switzerland,3.21,Ireland,2.1,3.24,2006
Azerbaijan,4.77,Wales,1.26,9.74,2006
Belgium,3.14,Lithuania,2.78,2.32,2006
Bosnia & Herzegovina,3.86,Serbia and Montenegro,1.46,6.14,2006
France,2.81,Italy,2.54,3.24,2006
Portugal,3.41,Germany,1.88,4.3,2006
France,2.86,Portugal,3.92,2.2,2006
Italy,2.89,Germany,2.46,3.27,2006
France,3.41,Brazil,1.75,4.99,2006
Portugal,2.99,England,2.1,4,2006
Ukraine,3.48,Italy,1.57,6.94,2006
Argentina,3.07,Germany,2.5,2.99,2006
France,3.01,Spain,2.37,3.21,2006
Ghana,5.41,Brazil,1.27,10.34,2006
Ukraine,3.11,Switzerland,2.37,3.17,2006
Australia,3.82,Italy,1.52,6.95,2006
Netherlands,3.07,Portugal,3.12,2.44,2006
Ecuador,3.86,England,1.49,7.37,2006
Mexico,4.27,Argentina,1.36,10.18,2006
Sweden,3.66,Germany,1.61,5.89,2006
South Korea,2.97,Switzerland,1.97,4.43,2006
France,7.66,Togo,16.3,1.13,2006
Spain,7.06,Saudi Arabia,17.03,1.15,2006
Tunisia,3.71,Ukraine,1.59,6.03,2006
Australia,3.3,Croatia,2.2,3.1,2006
Brazil,6,Japan,12,1.2,2006
Italy,3.15,Czech Republic,3.95,1.95,2006
Switzerland,3.4,France,1.65,5.8,2006
Japan,3.15,Australia,2.5,2.8,2006
Iran,3.65,Mexico,1.56,6.87,2006
Netherlands,3.22,Serbia and Montenegro,4.15,1.94,2006
Ivory Coast,3.59,Argentina,1.6,6.43,2006
Sweden,5.15,Trinidad & Tobago,12.34,1.29,2006
Paraguay,3.42,England,1.66,5.85,2006
Ecuador,3.25,Poland,1.9,3.75,2006
Costa Rica,5.17,Germany,1.25,12.23,2006
Norway,3.87,Czech Republic,1.42,7.88,2006
Spain,3.29,Slovakia,3.34,2.11,2006
Switzerland,3.44,Turkey,1.67,5,2006
Trinidad & Tobago,3.15,Bahrain,2.1,3.35,2006
Uruguay,3.24,Australia,2.15,3.14,2006
Bolivia,3.5,Peru,1.6,5,2006
Venezuela,6,Brazil,1.14,9.99,2006
Colombia,3.5,Paraguay,2.4,2.45,2006
Costa Rica,3.61,Guatemala,1.57,4.93,2006
Mexico,3.45,Trinidad & Tobago,2.55,2.31,2006
Panama,5.33,USA,1.18,9.99,2006
Uzbekistan,3.13,Bahrain,2.09,3.33,2006
Poland,3.54,England,1.56,5.85,2006
Cyprus,9.5,France,1.03,9.99,2006
Switzerland,3.21,Ireland,2.1,3.24,2006
Azerbaijan,4.77,Wales,1.26,9.74,2006
Belgium,3.14,Lithuania,2.78,2.32,2006
Bosnia & Herzegovina,3.86,Serbia and Montenegro,1.46,6.14,2006
Belarus,3.81,Scotland,1.42,5.86,2006
Zimbabwe,4.4,Nigeria,1.29,8.7,2006
Angola,3.62,Rwanda,5.93,1.49,2006
Wales,3.11,Northern Ireland,2.28,2.62,2006
Bahrain,3.31,Uzbekistan,1.65,4.11,2006
Zambia,3.3,Liberia,3.85,1.8,2006
Trinidad & Tobago,3.63,Costa Rica,1.5,5.63,2006
USA,3.28,Guatemala,3.67,1.87,2006
Panama,7.5,Mexico,1.08,9.99,2006
Serbia and Montenegro,3.59,Spain,1.52,6.2,2006
Sweden,3.49,Hungary,4.71,1.63,2006
France,3.09,Ireland,3.67,2.01,2006
England,6.14,Northern Ireland,9.99,1.17,2006
San Marino,9.33,Belgium,1.02,9.99,2006
Andorra,9.66,Netherlands,1.01,9.99,2006
Wales,4.55,Poland,1.29,9.31,2006
Switzerland,3.76,Cyprus,6.13,1.47,2006
Slovenia,3.17,Moldova,3.36,2.03,2006
Georgia,6.55,Denmark,1.13,9.99,2006
Luxembourg,4.33,Liechtenstein,1.33,8.57,2006
Italy,3.56,Belarus,6.39,1.49,2006
Israel,5.6,Faroe Islands,9.76,1.19,2006
Bosnia & Herzegovina,3.16,Lithuania,2.33,2.77,2006
Scotland,3.47,Norway,1.59,5.39,2006
Croatia,8,Malta,9.99,1.06,2006
Turkey,3.2,Ukraine,2.82,2.23,2006
Austria,3.71,Azerbaijan,6.4,1.48,2006
Iceland,4.01,Bulgaria,1.36,7.71,2006
FYR Macedonia,3.91,Finland,1.41,6.73,2006
Slovakia,3.24,Latvia,3,2.15,2006
Armenia,9.33,Czech Republic,1.03,9.99,2006
Portugal,3.09,Russia,2.6,2.5,2006
Greece,6.83,Kazakhstan,9.99,1.12,2006
Nigeria,3.23,Algeria,3.73,1.84,2006
Uganda,5.5,Ghana,1.17,9.99,2006
Cameroon,3.2,Ivory Coast,2.18,3.05,2006
Liberia,5.15,Togo,1.21,9.75,2006
Gabon,3.9,Angola,1.4,7,2006
Rwanda,3.92,Zimbabwe,1.37,7.15,2006
Costa Rica,3.21,Panama,2.99,2.15,2006
Mexico,2.98,USA,2.22,3.2,2006
Peru,3.13,Venezuela,2.12,3.17,2006
Guatemala,3.22,Trinidad & Tobago,2.22,2.85,2006
Luxembourg,9.25,Portugal,1.01,9.99,2006
Faroe Islands,9.99,France,1.02,9.99,2006
Malta,7.5,Hungary,1.05,9.99,2006
Norway,3.15,Slovenia,2.45,2.73,2006
Austria,3.63,Poland,1.54,5.73,2006
Lithuania,4.39,Serbia and Montenegro,1.29,9.16,2006
Croatia,3.59,Iceland,6.15,1.48,2006
Kazakhstan,5.1,Albania,1.21,9.5,2006
Belgium,3.12,Bosnia & Herzegovina,2.65,2.42,2006
Czech Republic,3.17,Romania,2.95,2.22,2006
Denmark,3.19,Turkey,2.28,2.95,2006
South Africa,3.25,Burkina Faso,4.03,1.77,2006
Congo,3.15,Mali,1.87,3.73,2006
Netherlands,6.75,Armenia,9.99,1.1,2006
Italy,3.41,Scotland,6.45,1.54,2006
Ukraine,3.54,Georgia,6.11,1.5,2006
Belarus,3.22,Moldova,3.75,1.89,2006
Israel,3.2,Switzerland,1.68,4.83,2006
Bulgaria,4.28,Sweden,1.35,8,2006
Latvia,3.17,Estonia,2.85,2.27,2006
Liechtenstein,8.5,Russia,1.02,9.99,2006
Finland,7,Andorra,9.99,1.08,2006
Azerbaijan,3.47,Northern Ireland,1.59,5.58,2006
England,4.13,Wales,9.16,1.34,2006
Tunisia,3.45,Kenya,4.52,1.63,2006
Senegal,3.08,Zambia,2.65,2.37,2006
Sudan,3.78,Libya,1.42,6.43,2006
Panama,3.35,Guatemala,1.76,3.85,2006
Costa Rica,4.6,Mexico,1.28,8.3,2006
Trinidad & Tobago,6,USA,1.14,9.99,2006
Kenya,4.65,Tunisia,1.25,8.75,2006
Andorra,7.75,Romania,1.02,9.99,2006
Slovakia,6.75,Liechtenstein,9.99,1.1,2006
Cyprus,3.28,Faroe Islands,3.63,1.9,2006
Finland,3.17,FYR Macedonia,2.92,2.21,2006
North Korea,3.4,Bahrain,1.63,5.1,2006
Russia,3.27,Latvia,4.05,1.79,2006
Kuwait,3.2,Uzbekistan,2.15,3.15,2006
Georgia,3.27,Kazakhstan,3.88,1.79,2006
Saudi Arabia,3.37,South Korea,1.66,4.45,2006
Iran,3.25,Japan,1.83,4.05,2006
Zimbabwe,3.18,Algeria,1.92,3.52,2006
Egypt,3.28,Ivory Coast,1.76,4.1,2006
Congo,3.07,Liberia,2.13,3.1,2006
D.R. Congo,3.17,Burkina Faso,2.59,2.38,2006
Togo,3.68,Senegal,1.48,5.77,2006
Angola,4.52,Nigeria,1.27,9.39,2006
Rwanda,3.2,Gabon,1.83,3.85,2006
Ghana,3.36,South Africa,1.66,4.65,2006
Morocco,3.27,Kenya,4.2,1.73,2006
Mali,3.67,Zambia,1.55,5.1,2006
Guinea,3.98,Tunisia,1.4,7.1,2006
Guatemala,3.54,Costa Rica,1.54,5.61,2006
USA,3.87,Panama,6.36,1.43,2006
Trinidad & Tobago,7,Mexico,1.09,9.99,2006
Bosnia & Herzegovina,6.07,Spain,1.14,9.99,2006
Ukraine,3.08,Greece,1.93,3.84,2006
Ireland,6.92,Faroe Islands,9.99,1.11,2006
Malta,5.65,Iceland,1.14,9.99,2006
Uzbekistan,4.33,Saudi Arabia,1.33,7.48,2006
Scotland,3.23,Belarus,1.91,3.78,2006
Albania,6.3,Denmark,1.14,9.99,2006
Netherlands,3.51,Finland,5.77,1.53,2006
Slovakia,7.4,Luxembourg,9.99,1.06,2006
South Korea,3.2,Kuwait,3.5,1.93,2006
Armenia,6.23,Romania,1.12,9.99,2006
Portugal,3.89,Estonia,7.71,1.4,2006
Liechtenstein,6.67,Latvia,1.11,9.99,2006
FYR Macedonia,7.17,Czech Republic,1.09,9.99,2006
Turkey,5.9,Kazakhstan,9.99,1.14,2006
Bahrain,3.67,Iran,1.44,6.5,2006
Japan,3.85,North Korea,6.77,1.45,2006
Uruguay,3.05,Peru,2.27,2.81,2006
Sudan,6,Egypt,1.14,9.99,2006
Liberia,3.6,Mali,1.5,5.72,2006
Kenya,3.5,Guinea,1.6,4.88,2006
Zambia,3.13,Togo,2.01,3.3,2006
Burkina Faso,3.88,Ghana,1.38,7.32,2006
Algeria,3.25,Angola,1.77,4.14,2006
Senegal,3.58,Congo,6.43,1.48,2006
Uganda,3.42,D.R. Congo,1.54,5.88,2006
Nigeria,3.97,Rwanda,7.68,1.36,2006
Gabon,3.3,Zimbabwe,1.67,4.65,2006
Bolivia,3.6,Chile,1.5,5.8,2006
Mexico,3.52,Guatemala,5.39,1.57,2006
Uruguay,3.14,Venezuela,2.6,2.47,2006
Costa Rica,3.9,USA,1.41,6.9,2006
Panama,3.23,Trinidad & Tobago,1.87,3.76,2006
Argentina,3.1,Ecuador,2.99,2.2,2006
Peru,3.2,Colombia,1.72,4.33,2006
Lithuania,6.11,Spain,1.14,9.99,2006
Slovakia,3.92,Portugal,1.39,7.53,2006
Georgia,3.41,Albania,1.67,4.57,2006
Israel,3.75,Ireland,1.46,6.64,2006
Romania,4.09,Netherlands,1.37,7.57,2006
Italy,2.99,Norway,2.97,2.3,2006
Bosnia & Herzegovina,6.17,San Marino,9.99,1.12,2006
Belgium,3.51,Serbia and Montenegro,1.57,5.28,2006
Hungary,3.14,Iceland,2.88,2.26,2006
Greece,3.08,Turkey,1.99,3.61,2006
Slovenia,3.15,Belarus,1.98,3.55,2006
Kazakhstan,8.33,Ukraine,1.04,9.99,2006
Switzerland,5.93,Faroe Islands,9.87,1.17,2006
Malta,9.49,Sweden,1.01,9.99,2006
FYR Macedonia,3.11,Armenia,2.28,2.91,2006
Croatia,2.99,Bulgaria,2.38,2.82,2006
Andorra,9.49,Czech Republic,1.01,9.99,2006
Iceland,4.76,Croatia,1.23,9.99,2006
Azerbaijan,6.06,Poland,1.15,9.99,2006
Finland,4.51,Czech Republic,1.27,9.33,2006
Slovakia,3.18,Estonia,3.75,1.88,2006
Russia,6.31,Liechtenstein,9.99,1.12,2006
Sweden,3.09,Bulgaria,2.92,2.28,2006
Northern Ireland,7.07,England,1.11,9.99,2006
Austria,3.25,Wales,1.88,3.93,2006
Andorra,4.04,Armenia,1.37,7.12,2006
Uzbekistan,3.18,Kuwait,2.05,3.13,2006
South Korea,3.05,Saudi Arabia,2.55,2.45,2006
Japan,3.03,Iran,2.4,2.66,2006
Bahrain,3.15,North Korea,1.9,3.45,2006
San Marino,8.5,Spain,1.01,9.99,2006
Denmark,3.13,Greece,2.12,3.04,2006
Kenya,3.9,Morocco,1.4,6.2,2006
Iran,3.2,Bahrain,2.51,2.5,2006
Andorra,7.25,FYR Macedonia,1.06,9.99,2006
Kuwait,4.1,South Korea,1.36,6.9,2006
Saudi Arabia,3.2,Uzbekistan,2.04,3.1,2006
North Korea,4.6,Japan,1.33,8.25,2006
Chile,3.18,Peru,1.94,3.52,2006
Venezuela,5.35,Argentina,1.19,9.99,2006
Bolivia,3.91,Colombia,1.37,7.59,2006
Paraguay,3.18,Uruguay,1.98,3.44,2006
Brazil,3.35,Ecuador,4.99,1.62,2006
Netherlands,8.5,Andorra,9.99,1.02,2006
Lithuania,5.85,San Marino,9.99,1.14,2006
Serbia and Montenegro,3.17,Belgium,2.08,3.2,2006
Kazakhstan,7.25,Greece,1.09,9.99,2006
Portugal,7.75,Luxembourg,9.99,1.04,2006
Hungary,4.82,Malta,9.66,1.24,2006
Ukraine,3.27,Turkey,1.77,4.16,2006
Denmark,3.37,Georgia,4.68,1.68,2006
Latvia,3.72,Liechtenstein,6.07,1.46,2006
Israel,3.17,Cyprus,3.52,1.97,2006
Sri Lanka,7,Saudi Arabia,1.1,9.99,2006
Czech Republic,3.98,FYR Macedonia,7.28,1.38,2006
Laos,8,Iran,1.02,9.99,2006
Estonia,4.8,Russia,1.26,9,2006
Vietnam,5.2,Lebanon,1.2,9.99,2006
Jordan,3.2,Qatar,2.6,2.29,2006
Romania,4.25,Armenia,7.5,1.34,2006
Tajikistan,3.9,Bahrain,1.4,6.2,2006
Kyrgyzstan,4.5,Syria,1.25,8,2006
North Korea,3.15,United Arab Emirates,2.04,3.1,2006
India,7.2,Oman,1.1,9.99,2006
Hong Kong,6.5,China,1.1,9.99,2006
Malaysia,7,Kuwait,1.05,9.99,2006
Guinea,3.1,Kenya,2.25,2.8,2006
Turkmenistan,3.2,Indonesia,2.4,2.4,2006
Yemen,3.6,Thailand,1.5,5.4,2006
Maldives,6.5,South Korea,1.1,9.99,2006
Singapore,7,Japan,1.05,9.99,2006
Turkmenistan,3.2,Indonesia,2.4,2.4,2006
Yemen,3.6,Thailand,1.5,5.4,2006
Maldives,6.5,South Korea,1.1,9.99,2006
Singapore,7,Japan,1.05,9.99,2006
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.1,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.3,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.1,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.1,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
Mexico,3.17,Honduras,2.43,3.04,2018
Costa Rica,3.56,Panama,1.77,4.8,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Chile,4.2,Brazil,1.57,5.92,2018
Argentina,4.52,Ecuador,7.7,1.43,2018
Venezuela,5.27,Paraguay,1.34,9.28,2018
Colombia,3.23,Peru,2.75,2.67,2018
Bolivia,8.4,Uruguay,1.13,22.7,2018
Cyprus,12.91,Belgium,1.08,37.03,2018
Bosnia & Herzegovina,3.65,Estonia,4.95,1.79,2018
Gibraltar,30.01,Greece,1.01,72.55,2018
Sweden,4.21,Netherlands,1.85,3.92,2018
Switzerland,4.01,Portugal,1.63,5.87,2018
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.1,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.3,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.1,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.1,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
Mexico,3.17,Honduras,2.43,3.04,2018
Costa Rica,3.56,Panama,1.77,4.8,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Chile,4.2,Brazil,1.57,5.92,2018
Argentina,4.52,Ecuador,7.7,1.43,2018
Venezuela,5.27,Paraguay,1.34,9.28,2018
Colombia,3.23,Peru,2.75,2.67,2018
Bolivia,8.4,Uruguay,1.13,22.7,2018
Cyprus,12.91,Belgium,1.08,37.03,2018
Bosnia & Herzegovina,3.65,Estonia,4.95,1.79,2018
Gibraltar,30.01,Greece,1.01,72.55,2018
Sweden,4.21,Netherlands,1.85,3.92,2018
Switzerland,4.01,Portugal,1.63,5.87,2018
England,4.23,Tunisia,8.55,1.49,2018
Panama,6.77,Belgium,1.22,17.62,2018
South Korea,3.05,Sweden,2.27,3.93,2018
Switzerland,4.43,Brazil,1.48,8.11,2018
Mexico,4.58,Germany,1.49,7.24,2018
Serbia,3.43,Costa Rica,5.36,1.84,2018
Nigeria,3.79,Croatia,1.68,6.14,2018
Denmark,3.11,Peru,3.71,2.31,2018
Iceland,5.41,Argentina,1.33,11.34,2018
Australia,7.23,France,1.27,10.44,2018
Spain,3.28,Portugal,4.38,2.04,2018
Iran,2.98,Morocco,2.23,4.17,2018
Uruguay,4.1,Egypt,8.44,1.51,2018
Saudi Arabia,4.35,Russia,1.46,9.07,2018
New Zealand,6.11,Peru,1.21,16.93,2018
Honduras,3.55,Australia,1.67,6.08,2018
Denmark,2.77,Ireland,3.3,2.68,2018
Cape Verde,3.21,Burkina Faso,1.93,4.37,2018
South Africa,3.96,Senegal,1.51,7.05,2018
Sweden,4.08,Italy,1.49,8.36,2018
Croatia,3.45,Greece,3.88,2.04,2018
Northern Ireland,4.18,Switzerland,1.45,8.76,2018
Egypt,3.15,Ghana,2.02,4.11,2018
Uganda,2.85,Congo,3.1,2.62,2018
Ireland,3.46,Denmark,1.66,6.81,2018
Guinea,4.95,D.R. Congo,1.37,8.18,2018
Morocco,3.04,Ivory Coast,2.08,4.1,2018
Libya,6.63,Tunisia,1.17,20.41,2018
Mali,2.93,Gabon,2.37,3.42,2018
Cameroon,2.87,Zambia,2.67,3,2018
Peru,4.01,New Zealand,7.33,1.52,2018
Australia,3.07,Honduras,2.34,3.48,2018
Italy,3.03,Sweden,3.75,2.26,2018
Nigeria,3.37,Algeria,1.97,3.93,2018
Senegal,2.88,South Africa,2.99,2.64,2018
Greece,4.31,Croatia,1.39,11.61,2018
Switzerland,2.93,Northern Ireland,4.13,2.19,2018
Mexico,3.17,Honduras,2.43,3.04,2018
Costa Rica,3.56,Panama,1.77,4.8,2018
USA,5.39,Trinidad & Tobago,12.61,1.27,2018
Chile,4.2,Brazil,1.57,5.92,2018
Argentina,4.52,Ecuador,7.7,1.43,2018
Venezuela,5.27,Paraguay,1.34,9.28,2018
Colombia,3.23,Peru,2.75,2.67,2018
Bolivia,8.4,Uruguay,1.13,22.7,2018
Cyprus,12.91,Belgium,1.08,37.03,2018
Bosnia & Herzegovina,3.65,Estonia,4.95,1.79,2018
Gibraltar,30.01,Greece,1.01,72.55,2018
Sweden,4.21,Netherlands,1.85,3.92,2018
Switzerland,4.01,Portugal,1.63,5.87,2018
Belarus,16.94,France,1.05,47.22,2018
Faroe Islands,5.15,Hungary,1.33,11.04,2018
Andorra,4.5,Latvia,1.38,11.11,2018
Bulgaria,3.81,Luxembourg,5.15,1.73,2018
Syria,5.37,Australia,1.33,9.4,2018
Italy,4.06,Albania,7.89,1.51,2018
Turkey,3.19,Finland,2.91,2.62,2018
Liechtenstein,9.65,FYR Macedonia,1.1,35.1,2018
Kosovo,11.83,Iceland,1.07,35.91,2018
Spain,6.41,Israel,13.29,1.24,2018
Austria,4.77,Moldova,8.84,1.4,2018
Georgia,8.85,Serbia,1.13,24.22,2018
Croatia,3.54,Ukraine,3.04,2.35,2018
Ireland,3.26,Wales,2.17,3.8,2018
San Marino,32.59,Czech Republic,1.01,92.07,2018
Azerbaijan,23.4,Germany,1.03,51.38,2018
Northern Ireland,3.45,Norway,2.31,3.32,2018
Congo,6.51,Egypt,1.19,17.5,2018
Romania,5.38,Denmark,1.33,10.6,2018
Armenia,3.49,Kazakhstan,2.5,2.87,2018
England,6.42,Lithuania,14.61,1.24,2018
Montenegro,5.73,Poland,1.29,11.33,2018
Malta,17.84,Slovakia,1.04,46.75,2018
Scotland,3.56,Slovenia,2.84,2.61,2018
Honduras,3.45,Costa Rica,1.67,5.94,2018
Gabon,4.06,Morocco,1.43,9.18,2018
Portugal,25.22,Andorra,65.92,1.02,2018
Netherlands,7.51,Belarus,13.59,1.2,2018
France,6.67,Bulgaria,13.92,1.22,2018
Greece,3.8,Cyprus,7.15,1.58,2018
Hungary,4.98,Switzerland,1.35,10.27,2018
Senegal,3.08,Cape Verde,3.78,2.15,2018
Tunisia,3.02,Guinea,3.2,2.43,2018
D.R. Congo,3.3,Libya,4.58,1.88,2018
Belgium,3.73,Bosnia & Herzegovina,3.52,2.08,2018
Latvia,3.14,Faroe Islands,2.36,3.43,2018
Estonia,8.09,Gibraltar,21.47,1.16,2018
Luxembourg,17.28,Sweden,1.05,35.74,2018
Algeria,3.5,Cameroon,1.74,5.15,2018
Zambia,4.22,Nigeria,1.39,10.34,2018
Burkina Faso,3.14,South Africa,1.97,4.36,2018
Ghana,2.86,Uganda,2.49,3.3,2018
Trinidad & Tobago,8.46,Mexico,1.12,23.53,2018
Panama,3.87,USA,1.56,6.49,2018
Ivory Coast,3.25,Mali,3.93,2.01,2018
Finland,8.12,Croatia,1.14,26.77,2018
FYR Macedonia,9.99,Italy,1.12,24.83,2018
Ukraine,8.07,Kosovo,21.07,1.15,2018
Israel,7.22,Liechtenstein,18.84,1.19,2018
Iceland,3.71,Turkey,1.84,4.6,2018
Serbia,3.61,Austria,3.79,2.05,2018
Moldova,9.4,Ireland,1.11,33.45,2018
Albania,13.27,Spain,1.08,37.65,2018
Wales,3.61,Georgia,4.6,1.88,2018
Peru,6.88,Argentina,1.22,12.32,2018
Ecuador,5.49,Chile,1.33,9.14,2018
Paraguay,4.78,Colombia,1.37,9.24,2018
Uruguay,3.85,Venezuela,5.14,1.69,2018
Brazil,3.85,Bolivia,4.63,1.76,2018
Slovenia,5.45,England,1.3,11.13,2018
Lithuania,3.3,Malta,3.87,2.09,2018
Denmark,3.42,Montenegro,3.54,2.13,2018
Germany,5.6,Northern Ireland,9.97,1.33,2018
Kazakhstan,5.96,Romania,1.25,13.37,2018
Norway,18.97,San Marino,49.94,1.04,2018
Slovakia,3.46,Scotland,2.23,3.53,2018
Poland,6.44,Armenia,12.32,1.26,2018
Czech Republic,3.62,Azerbaijan,4.27,1.94,2018
Australia,3.42,Syria,5.44,1.75,2018
Mexico,2.82,Costa Rica,2.77,2.92,2018
Trinidad & Tobago,4.07,Panama,1.44,8.78,2018
Uruguay,3.2,Paraguay,2.85,2.59,2018
Venezuela,14.15,Argentina,1.06,31.7,2018
USA,3.17,Honduras,3.09,2.38,2018
Peru,4.35,Ecuador,1.53,6.04,2018
Brazil,3.35,Colombia,3.05,2.38,2018
Chile,3.78,Bolivia,4.47,1.78,2018
Zambia,3.73,Algeria,1.65,5.54,2018
Morocco,3.18,Mali,3.67,2.12,2018
Georgia,4.99,Austria,1.37,9.71,2018
Albania,3.03,FYR Macedonia,2.85,2.85,2018
Ukraine,3.14,Iceland,2.94,2.65,2018
Serbia,3,Ireland,3.09,2.63,2018
Israel,10.27,Italy,1.1,29.54,2018
Finland,3.59,Kosovo,4.58,1.86,2018
Spain,35.43,Liechtenstein,80.95,1.01,2018
Wales,6.2,Moldova,16.87,1.23,2018
Croatia,3.35,Turkey,3.75,2.13,2018
Senegal,3.05,Burkina Faso,2.98,2.52,2018
Uganda,4.12,Egypt,1.39,10.31,2018
Tunisia,3.11,D.R. Congo,2.42,3.06,2018
Gabon,6.1,Ivory Coast,1.2,17.28,2018
Japan,3.22,Saudi Arabia,2.61,2.76,2018
Cape Verde,3.97,South Africa,1.49,7.32,2018
Syria,3.42,Iran,1.83,4.58,2018
China,3.95,Qatar,4.18,1.77,2018
South Korea,3.24,Uzbekistan,3.53,2.15,2018
Ghana,3.29,Congo,3.79,2.03,2018
United Arab Emirates,3.23,Iraq,2.32,3.16,2018
Thailand,13.2,Australia,1.06,31.75,2018
Serbia,3.61,Austria,3.79,2.05,2018
Moldova,9.4,Ireland,1.11,33.45,2018
Albania,13.27,Spain,1.08,37.65,2018
Wales,3.61,Georgia,4.6,1.88,2018
Peru,6.88,Argentina,1.22,12.32,2018
Ecuador,5.49,Chile,1.33,9.14,2018
Paraguay,4.78,Colombia,1.37,9.24,2018
Uruguay,3.85,Venezuela,5.14,1.69,2018
Brazil,3.85,Bolivia,4.63,1.76,2018
Slovenia,5.45,England,1.3,11.13,2018
Lithuania,3.3,Malta,3.87,2.09,2018
Denmark,3.42,Montenegro,3.54,2.13,2018
Germany,5.6,Northern Ireland,9.97,1.33,2018
Kazakhstan,5.96,Romania,1.25,13.37,2018
Norway,18.97,San Marino,49.94,1.04,2018
Slovakia,3.46,Scotland,2.23,3.53,2018
Poland,6.44,Armenia,12.32,1.26,2018
Czech Republic,3.62,Azerbaijan,4.27,1.94,2018
Australia,3.42,Syria,5.44,1.75,2018
Mexico,2.82,Costa Rica,2.77,2.92,2018
Trinidad & Tobago,4.07,Panama,1.44,8.78,2018
Uruguay,3.2,Paraguay,2.85,2.59,2018
Venezuela,14.15,Argentina,1.06,31.7,2018
USA,3.17,Honduras,3.09,2.38,2018
Peru,4.35,Ecuador,1.53,6.04,2018
Brazil,3.35,Colombia,3.05,2.38,2018
